instance_name,instance_vertices,instance_edges,instance_symmetrical_type,has_closed_cycle,k_factor,k_size,gvns,hh_rand,hh_greedy,ga_w_nn,state_of_art,our_nearest neighbor,our_genetic_algorithm,our_genetic_algorithm_w_nn,gap
gr96,96,4656,TSP,FALSE,0.5,48,,,,17634,17634,26020,118881,19990,-13.36%
kroA150,150,11325,TSP,TRUE,0.5,75,12166,11625,11812,11625,11625,15457,91040,12706,-9.30%
hk48,48,1176,TSP,FALSE,0.5,24,,,,4238,4238,5038,10574,3809,10.12%
kroA150,150,11325,TSP,TRUE,0.75,112,19192,18210,18917,18295,18210,23635,152460,18832,-3.42%
kroA100,100,5050,TSP,FALSE,0.5,50,,,,9073,9073,10253,52029,8921,1.68%
kroA200,200,20100,TSP,TRUE,0.25,50,6438,6202,6272,6202,6202,8304,57022,6688,-7.84%
kroA200,200,20100,TSP,TRUE,0.5,100,14213,12753,12850,12753,12753,17405,130430,14076,-10.37%
kroA150,150,11325,TSP,FALSE,0.5,75,,,,11412,11412,13037,94053,11627,-1.88%
kroA200,200,20100,TSP,TRUE,0.75,150,22354,20794,20723,20135,20135,26027,217235,22854,-13.50%
kroA200,200,20100,TSP,FALSE,0.5,100,,,,13315,13315,15507,128912,13621,-2.30%
kroB100,100,5050,TSP,FALSE,0.5,50,,,,9071,9071,9426,53796,8792,3.08%
kroB100,100,5050,TSP,TRUE,0.25,25,4353,4305,4305,4303,4303,5127,18624,4593,-6.74%
kroB150,150,11325,TSP,FALSE,0.5,75,,,,11501,11501,13164,89984,11239,2.28%
kroB100,100,5050,TSP,TRUE,0.5,50,9244,9096,9096,9096,9096,10950,56247,10133,-11.40%
kroB200,200,20100,TSP,FALSE,0.5,100,,,,12787,12787,15482,124857,13570,-6.12%
kroB100,100,5050,TSP,TRUE,0.75,75,15846,14744,14799,14744,14744,17516,90873,17200,-16.66%
kroC100,100,5050,TSP,FALSE,0.5,50,,,,9428,9428,9683,53752,8888,5.73%
kroB150,150,11325,TSP,TRUE,0.25,37,6410,6071,5812,5812,5812,7383,36125,5852,-0.69%
kroD100,100,5050,TSP,FALSE,0.5,50,,,,8808,8808,9060,48749,8693,1.31%
kroB150,150,11325,TSP,TRUE,0.5,75,12276,11642,11535,11535,11535,15430,97565,12009,-4.11%
kroE100,100,5050,TSP,FALSE,0.5,50,,,,9370,9370,9911,53693,9410,-0.43%
kroB150,150,11325,TSP,TRUE,0.75,112,19312,17695,17501,17349,17349,22487,153610,19185,-10.58%
lin105,105,5565,TSP,FALSE,0.5,52,,,,5532,5532,5885,38813,5381,2.73%
kroB200,200,20100,TSP,TRUE,0.25,50,6388,6370,6414,6100,6100,8999,50426,7222,-18.39%
lin318,318,50721,TSP,FALSE,0.5,159,,,,17655,17655,22872,249070,19606,-11.05%
kroB200,200,20100,TSP,TRUE,0.5,100,14004,13080,13222,13113,13080,18956,128069,15200,-16.21%
kroB200,200,20100,TSP,TRUE,0.75,150,22895,20673,20508,21266,20508,27025,200653,25245,-23.10%
p654,654,214185,TSP,FALSE,0.5,327,,,,,,19330,869500,17229,
pa561,561,157641,TSP,FALSE,0.5,280,,,,,,1260,15909,1175,
kroC100,100,5050,TSP,TRUE,0.25,25,4964,4964,4964,4967,4964,6234,19641,4337,12.63%
pcb442,442,97903,TSP,FALSE,0.5,221,,,,,,23334,337215,22754,
kroC100,100,5050,TSP,TRUE,0.5,50,9668,9457,9457,9457,9457,10725,55165,10462,-10.63%
kroC100,100,5050,TSP,TRUE,0.75,75,15144,14201,14067,14067,14067,20008,93086,14815,-5.32%
pr107,107,5778,TSP,FALSE,0.5,53,,,,14839,14839,15971,170580,15406,-3.82%
pr124,124,7750,TSP,FALSE,0.5,62,,,,21420,21420,28569,252096,19812,7.51%
kroD100,100,5050,TSP,TRUE,0.25,25,4762,4787,4762,4762,4762,5451,20148,4564,4.16%
kroD100,100,5050,TSP,TRUE,0.5,50,8962,8719,8719,8719,8719,11678,55044,9569,-9.75%
pr136,136,9316,TSP,FALSE,0.5,68,,,,47911,47911,57335,309779,50559,-5.53%
pr144,144,10440,TSP,FALSE,0.5,72,,,,26296,26296,26272,306658,25292,3.82%
kroD100,100,5050,TSP,TRUE,0.75,75,15053,14171,14288,14171,14171,17335,86290,15058,-6.26%
pr152,152,11628,TSP,FALSE,0.5,76,,,,30712,30712,28325,371725,28050,8.67%
kroE100,100,5050,TSP,TRUE,0.25,25,3905,3905,3905,3905,3905,5711,21717,4133,-5.84%
kroE100,100,5050,TSP,TRUE,0.5,50,9283,9130,9102,9176,9102,10568,58363,9992,-9.78%
pr226,226,25651,TSP,FALSE,0.5,113,,,,33349,33349,53994,681027,26000,22.04%
kroE100,100,5050,TSP,TRUE,0.75,75,15250,14640,14843,14640,14640,20519,95842,16069,-9.76%
pr264,264,34980,TSP,FALSE,0.5,132,,,,,,22754,412634,20852,
pr299,299,44850,TSP,FALSE,0.5,149,,,,,,21214,300019,21214,
lin105,105,5565,TSP,TRUE,0.25,26,2606,2606,2606,2606,2606,2603,14834,2574,1.23%
pr439,439,96580,TSP,FALSE,0.5,219,,,,,,66746,803048,37397,
lin105,105,5565,TSP,TRUE,0.5,52,5857,5848,5848,5954,5848,7233,40983,5962,-1.95%
pr76,76,2926,TSP,FALSE,0.5,38,,,,37793,37793,40437,166171,34620,8.40%
lin105,105,5565,TSP,TRUE,0.75,78,9178,9034,9034,8999,8999,11370,63831,10285,-14.29%
rat195,195,19110,TSP,FALSE,0.5,97,,,,1106,1106,1159,8764,1082,2.17%
lin318,318,50721,TSP,TRUE,0.25,79,9108,8912,8901,8901,8901,11708,109360,9790,-9.99%
rat575,575,165600,TSP,FALSE,0.5,287,,,,,,3532,49945,3301,
lin318,318,50721,TSP,TRUE,0.5,159,20453,18600,19114,19114,18600,24654,243263,20651,-11.03%
rat783,783,306936,TSP,FALSE,0.5,391,,,,,,4472,78222,4322,
lin318,318,50721,TSP,TRUE,0.75,238,32100,29829,30625,29829,29829,36659,391013,32929,-10.39%
p43,43,1849,ATSP,FALSE,0.25,10,,,,,,8,6,6,
p43,43,1849,ATSP,TRUE,0.25,10,,,,,,14,10,10,
p43,43,1849,ATSP,FALSE,0.5,21,,,,,,26,104,21,
p43,43,1849,ATSP,TRUE,0.5,21,,,,,,38,94,34,
p43,43,1849,ATSP,FALSE,0.75,32,,,,,,120,411,100,
p43,43,1849,ATSP,TRUE,0.75,32,,,,,,132,371,128,
rat99,99,4950,TSP,FALSE,0.5,49,,,,554,554,577,2710,544,1.81%
rd100,100,5050,TSP,FALSE,0.5,50,,,,3023,3023,3103,18993,3086,-2.08%
rd400,400,80200,TSP,FALSE,0.5,200,,,,,,7858,89062,6834,
p654,654,214185,TSP,TRUE,0.25,163,8152,7348,7341,,7341,13675,419040,7000,4.65%
p654,654,214185,TSP,TRUE,0.5,327,27188,19380,19332,,19332,20368,897737,19523,-0.99%
p654,654,214185,TSP,TRUE,0.75,490,34821,24514,25671,,24514,36760,1345304,30587,-24.77%
si175,175,15400,TSP (M.~Hofmeister),FALSE,0.5,87,,,,,,10342,20994,9983,
si535,535,143380,TSP (M.~Hofmeister),FALSE,0.5,267,,,,,,23512,71968,23230,
st70,70,2485,TSP,FALSE,0.5,35,,,,250,250,312,1106,262,-4.80%
pa561,561,157641,TSP,TRUE,0.25,140,575,523,526,,523,654,7411,540,-3.25%
pa561,561,157641,TSP,TRUE,0.5,280,1429,1211,1224,,1211,1299,16393,1227,-1.32%
pa561,561,157641,TSP,TRUE,0.75,420,2361,2031,2067,,2031,2239,25240,2080,-2.41%
swiss42,42,1764,TSP,FALSE,0.5,21,,,,132,132,422,1166,417,-215.91%
ts225,225,25425,TSP,FALSE,0.5,112,,,,,,61000,644145,55500,
tsp225,225,25425,TSP,FALSE,0.5,112,,,,,,2027,15969,1646,
pcb442,442,97903,TSP,TRUE,0.25,110,11628,11099,11247,,11099,13452,149809,12149,-9.46%
pcb442,442,97903,TSP,TRUE,0.5,221,25899,24536,24451,,24451,26118,335302,23932,2.12%
pcb442,442,97903,TSP,TRUE,0.75,331,41889,37941,38419,,37941,38180,525715,36959,2.59%
u159,159,12720,TSP,FALSE,0.5,79,,,,16750,16750,19357,166846,16997,-1.47%
pr107,107,5778,TSP,TRUE,0.25,26,8443,8443,8443,8443,8443,9797,58891,9198,-8.94%
u574,574,165025,TSP,FALSE,0.5,287,,,,,,17527,297210,17066,
pr107,107,5778,TSP,TRUE,0.5,53,29652,18028,18028,18028,18028,22574,167025,21439,-18.92%
u724,724,262450,TSP,FALSE,0.5,362,,,,,,21166,389798,20183,
pr107,107,5778,TSP,TRUE,0.75,80,39574,36627,36468,37605,36468,38975,296168,38513,-5.61%
ulysses16,16,136,TSP,FALSE,0.5,8,,,,1329,1329,2013,1071,1065,19.86%
pr124,124,7750,TSP,TRUE,0.25,31,14952,14640,14952,14325,14325,15475,91536,8812,38.49%
ulysses22,22,253,TSP,FALSE,0.5,11,,,,1473,1473,1670,1709,1381,6.25%
pr124,124,7750,TSP,TRUE,0.5,62,22998,22998,22998,22998,22998,34546,236106,23400,-1.75%
a280,280,39340,TSP,FALSE,0.75,210,,,,1894,1894,2170,21962,1966,-3.80%
pr124,124,7750,TSP,TRUE,0.75,93,40230,39174,39237,39174,39174,41643,400102,41555,-6.08%
ali535,535,143380,TSP,FALSE,0.75,401,,,,,,108876,2347381,105694,
pr136,136,9316,TSP,TRUE,0.25,34,21174,21116,21174,21116,21116,26800,121838,24629,-16.64%
pr136,136,9316,TSP,TRUE,0.5,68,48496,46890,47016,46909,46890,61442,299170,53092,-13.23%
att48,48,1176,TSP,FALSE,0.75,36,,,,,,7038,21395,6623,
att532,532,141778,TSP,FALSE,0.75,399,,,,,,24103,342667,19969,
pr136,136,9316,TSP,TRUE,0.75,102,73061,69690,69905,70790,69690,92940,496149,83137,-19.30%
bayg29,29,435,TSP,FALSE,0.75,21,,,,929,929,1062,1811,928,0.11%
pr144,144,10440,TSP,TRUE,0.25,36,14538,14538,14327,14327,14327,15158,122973,14510,-1.28%
bays29,29,841,TSP,FALSE,0.75,21,,,,1090,1090,1366,2332,1101,-1.01%
pr144,144,10440,TSP,TRUE,0.5,72,29464,28402,29297,28059,28059,32929,301013,28141,-0.29%
berlin52,52,1378,TSP,FALSE,0.75,39,,,,3853,3853,4265,13724,3966,-2.93%
pr144,144,10440,TSP,TRUE,0.75,108,45204,41452,42164,41703,41452,50491,480536,44668,-7.76%
bier127,127,8128,TSP,FALSE,0.75,95,,,,51542,51542,65743,350628,54332,-5.41%
pr152,152,11628,TSP,TRUE,0.25,38,23373,23373,23195,20029,20029,13659,154241,13123,34.48%
brazil58,58,1711,TSP,FALSE,0.75,43,,,,,,13597,53264,10125,
pr152,152,11628,TSP,TRUE,0.5,76,37881,37336,36637,38863,36637,34474,372022,33142,9.54%
brg180,180,16290,TSP,FALSE,0.75,135,,,,,,4920,487200,1450,
pr152,152,11628,TSP,TRUE,0.75,114,60924,57431,58114,52393,52393,64874,639065,55482,-5.90%
burma14,14,105,TSP,FALSE,0.75,10,,,,1349,1349,2516,1358,1371,-1.63%
pr226,226,25651,TSP,TRUE,0.25,56,20033,20033,20125,20033,20033,30391,276020,16392,18.18%
ch130,130,8515,TSP,FALSE,0.75,97,,,,4062,4062,4327,27340,4187,-3.08%
pr226,226,25651,TSP,TRUE,0.5,113,38718,38914,39231,39597,38718,66287,665666,33698,12.97%
pr226,226,25651,TSP,TRUE,0.75,169,49552,47516,49732,49198,47516,80711,1062967,50609,-6.51%
ch150,150,11325,TSP,FALSE,0.75,112,,,,4480,4480,5046,32521,4606,-2.81%
d198,198,19701,TSP,FALSE,0.75,148,,,,7874,7874,6796,102475,6716,14.71%
d493,493,121771,TSP,FALSE,0.75,369,,,,,,22482,295832,17974,
d657,657,216153,TSP,FALSE,0.75,492,,,,,,37653,595716,34446,
pr264,264,34980,TSP,TRUE,0.25,66,10188,9432,9232,,9232,10138,184391,9203,0.31%
pr264,264,34980,TSP,TRUE,0.5,132,31251,27711,28247,,27711,23810,430642,23129,16.53%
pr264,264,34980,TSP,TRUE,0.75,198,43189,39130,40896,,39130,43398,696372,39676,-1.40%
dantzig42,42,903,TSP,FALSE,0.75,31,,,,404,404,518,1219,428,-5.94%
eil101,101,5151,TSP,FALSE,0.75,75,,,,398,398,427,1942,408,-2.51%
eil51,51,1326,TSP,FALSE,0.75,38,,,,278,278,324,827,279,-0.36%
pr299,299,44850,TSP,TRUE,0.25,74,11773,11392,11449,,11392,13016,131620,10701,6.07%
pr299,299,44850,TSP,TRUE,0.5,149,24843,23475,23636,,23475,24674,302090,24498,-4.36%
pr299,299,44850,TSP,TRUE,0.75,224,38188,35942,36957,,35942,38168,490970,37693,-4.87%
eil76,76,2926,TSP,FALSE,0.75,57,,,,345,345,422,1414,350,-1.45%
fl417,417,87153,TSP,FALSE,0.75,312,,,,,,10602,325170,10439,
fri26,26,351,TSP,FALSE,0.75,19,,,,492,492,453,770,445,9.55%
pr439,439,96580,TSP,TRUE,0.25,109,22243,20736,20984,,20736,51262,348118,17574,15.25%
pr439,439,96580,TSP,TRUE,0.5,219,45318,38874,38313,,38313,73963,800961,42218,-10.19%
pr439,439,96580,TSP,TRUE,0.75,329,74268,64497,66365,,64497,100623,1269693,73799,-14.42%
gil262,262,34453,TSP,FALSE,0.75,196,,,,1671,1671,1922,16378,1748,-4.61%
pr76,76,2926,TSP,TRUE,0.25,19,23450,23450,23450,23450,23450,31392,59863,20932,10.74%
gr120,120,7260,TSP,FALSE,0.75,90,,,,,,4813,28540,4470,
pr76,76,2926,TSP,TRUE,0.5,38,41254,41258,41248,42638,41248,50980,166436,36473,11.58%
gr137,137,9453,TSP,FALSE,0.75,102,,,,44147,44147,46456,361274,43148,2.26%
pr76,76,2926,TSP,TRUE,0.75,57,66186,64251,64142,64918,64142,74518,311002,66903,-4.30%
gr17,17,153,TSP,FALSE,0.75,12,,,,640,640,745,877,640,0.00%
rat195,195,19110,TSP,TRUE,0.25,48,592,557,559,565,557,631,3682,548,1.62%
gr202,202,20503,TSP,FALSE,0.75,151,,,,22000,22000,24995,162226,20272,7.85%
rat195,195,19110,TSP,TRUE,0.5,97,1185,1140,1144,1160,1140,1271,8627,1183,-3.77%
gr21,21,231,TSP,FALSE,0.75,15,,,,1276,1276,1721,2178,1352,-5.96%
rat195,195,19110,TSP,TRUE,0.75,146,1852,1753,1783,1713,1713,2278,13611,1862,-8.70%
gr229,229,26335,TSP,FALSE,0.75,171,,,,65832,65832,85662,853617,71843,-9.13%
gr24,24,300,TSP,FALSE,0.75,18,,,,763,763,954,1341,748,1.97%
gr431,431,93096,TSP,FALSE,0.75,323,,,,,,93449,1619070,88236,
rat575,575,165600,TSP,TRUE,0.25,143,1694,1591,1589,,1589,1892,22413,1654,-4.09%
rat575,575,165600,TSP,TRUE,0.5,287,3853,3349,3431,,3349,3876,49255,3444,-2.84%
rat575,575,165600,TSP,TRUE,0.75,431,6595,5452,5498,,5452,5670,76513,5299,2.81%
gr48,48,1176,TSP,FALSE,0.75,36,,,,3135,3135,3418,9506,3091,1.40%
gr666,666,222111,TSP,FALSE,0.75,499,,,,,,173071,3487783,169938,
gr96,96,4656,TSP,FALSE,0.75,72,,,,29257,29257,37836,199259,34113,-16.60%
rat783,783,306936,TSP,TRUE,0.25,195,2453,2192,2192,,2192,2707,37306,2181,0.50%
rat783,783,306936,TSP,TRUE,0.5,391,7258,5007,5132,,5007,4750,80633,4467,10.78%
rat783,783,306936,TSP,TRUE,0.75,587,10561,8487,8820,,8487,7574,123091,6956,18.04%
hk48,48,1176,TSP,FALSE,0.75,36,,,,6937,6937,9038,20995,7136,-2.87%
rat99,99,4950,TSP,TRUE,0.25,24,284,284,284,291,284,333,887,264,7.04%
kroA100,100,5050,TSP,FALSE,0.75,75,,,,13982,13982,16604,90396,14523,-3.87%
rat99,99,4950,TSP,TRUE,0.5,49,577,574,574,574,574,636,2792,572,0.35%
rat99,99,4950,TSP,TRUE,0.75,74,912,861,866,870,861,948,4532,934,-8.48%
kroA150,150,11325,TSP,FALSE,0.75,112,,,,17787,17787,22352,152971,18325,-3.02%
rbg323,323,104329,ATSP,FALSE,0.25,80,,,,,,220,1202,197,
rbg323,323,104329,ATSP,TRUE,0.25,80,,,,,,226,1224,191,
rbg323,323,104329,ATSP,FALSE,0.5,161,,,,,,461,2613,450,
rbg323,323,104329,ATSP,TRUE,0.5,161,,,,,,494,2678,453,
rbg323,323,104329,ATSP,FALSE,0.75,242,,,,,,758,4096,732,
rbg323,323,104329,ATSP,TRUE,0.75,242,,,,,,748,4157,741,
rbg358,358,128164,ATSP,FALSE,0.25,89,,,,,,272,1365,242,
rbg358,358,128164,ATSP,TRUE,0.25,89,,,,,,292,1360,258,
rbg358,358,128164,ATSP,FALSE,0.5,179,,,,,,519,2974,486,
rbg358,358,128164,ATSP,TRUE,0.5,179,,,,,,540,3062,487,
rbg358,358,128164,ATSP,FALSE,0.75,268,,,,,,877,4643,827,
rbg358,358,128164,ATSP,TRUE,0.75,268,,,,,,898,4580,829,
rbg403,403,162409,ATSP,FALSE,0.25,100,,,,,,188,1526,162,
rbg403,403,162409,ATSP,TRUE,0.25,100,,,,,,203,1557,169,
rbg403,403,162409,ATSP,FALSE,0.5,201,,,,,,557,3322,533,
rbg403,403,162409,ATSP,TRUE,0.5,201,,,,,,578,3381,523,
rbg403,403,162409,ATSP,FALSE,0.75,302,,,,,,1213,5241,1172,
rbg403,403,162409,ATSP,TRUE,0.75,302,,,,,,1217,5181,1168,
rbg443,443,196249,ATSP,FALSE,0.25,110,,,,,,268,1609,228,
rbg443,443,196249,ATSP,TRUE,0.25,110,,,,,,270,1692,230,
rbg443,443,196249,ATSP,FALSE,0.5,221,,,,,,563,3682,548,
rbg443,443,196249,ATSP,TRUE,0.5,221,,,,,,565,3697,562,
rbg443,443,196249,ATSP,FALSE,0.75,332,,,,,,1397,5553,1358,
rbg443,443,196249,ATSP,TRUE,0.75,332,,,,,,1385,5639,1359,
kroA200,200,20100,TSP,FALSE,0.75,150,,,,20705,20705,24067,214812,21429,-3.50%
rd100,100,5050,TSP,TRUE,0.25,25,1438,1438,1438,1438,1438,2057,6109,1538,-6.95%
kroB100,100,5050,TSP,FALSE,0.75,75,,,,14648,14648,15310,90807,14520,0.87%
rd100,100,5050,TSP,TRUE,0.5,50,3192,3168,3190,3168,3168,3844,19256,3691,-16.51%
rd100,100,5050,TSP,TRUE,0.75,75,5197,5094,5192,5175,5094,6930,31843,6040,-18.57%
kroB150,150,11325,TSP,FALSE,0.75,112,,,,17090,17090,19130,151017,17524,-2.54%
kroB200,200,20100,TSP,FALSE,0.75,150,,,,20553,20553,25507,201417,23517,-14.42%
kroC100,100,5050,TSP,FALSE,0.75,75,,,,14295,14295,18810,91646,14291,0.03%
kroD100,100,5050,TSP,FALSE,0.75,75,,,,13884,13884,16694,91775,14490,-4.36%
rd400,400,80200,TSP,TRUE,0.25,100,3750,3362,3458,,3362,4504,39415,3540,-5.29%
rd400,400,80200,TSP,TRUE,0.5,200,7951,7013,7428,,7013,7959,89582,7241,-3.25%
rd400,400,80200,TSP,TRUE,0.75,300,12224,11326,11398,,11326,13103,143511,11512,-1.64%
ry48p,48,2304,ATSP,FALSE,0.25,12,,,,,,2803,3287,1867,
ry48p,48,2304,ATSP,TRUE,0.25,12,,,,,,3427,4061,1941,
ry48p,48,2304,ATSP,FALSE,0.5,24,,,,,,6506,12266,5086,
ry48p,48,2304,ATSP,TRUE,0.5,24,,,,,,6849,14426,5858,
ry48p,48,2304,ATSP,FALSE,0.75,36,,,,,,11826,24098,9585,
ry48p,48,2304,ATSP,TRUE,0.75,36,,,,,,13071,24857,9649,
kroE100,100,5050,TSP,FALSE,0.75,75,,,,15347,15347,17462,89798,14880,3.04%
si175,175,15400,TSP (M.~Hofmeister),TRUE,0.25,43,,,,,,5533,9638,4738,
lin105,105,5565,TSP,FALSE,0.75,78,,,,8412,8412,9050,66263,8762,-4.16%
si175,175,15400,TSP (M.~Hofmeister),TRUE,0.5,87,,,,,,10517,20797,10156,
lin318,318,50721,TSP,FALSE,0.75,238,,,,27963,27963,33295,386729,31144,-11.38%
si175,175,15400,TSP (M.~Hofmeister),TRUE,0.75,131,,,,,,16259,32844,15726,
p654,654,214185,TSP,FALSE,0.75,490,,,,,,32015,1372275,25126,
si535,535,143380,TSP (M.~Hofmeister),TRUE,0.25,133,,,,,,11738,33102,11219,
pa561,561,157641,TSP,FALSE,0.75,420,,,,,,2148,24623,2016,
si535,535,143380,TSP (M.~Hofmeister),TRUE,0.5,267,,,,,,23690,71280,23396,
pcb442,442,97903,TSP,FALSE,0.75,331,,,,,,37380,522206,36094,
si535,535,143380,TSP (M.~Hofmeister),TRUE,0.75,401,,,,,,37019,111865,36015,
pr107,107,5778,TSP,FALSE,0.75,80,,,,29684,29684,30927,316977,30658,-3.28%
st70,70,2485,TSP,TRUE,0.25,17,120,120,120,120,120,177,373,127,-5.83%
pr124,124,7750,TSP,FALSE,0.75,93,,,,36977,36977,33904,394834,33904,8.31%
st70,70,2485,TSP,TRUE,0.5,35,260,260,260,260,260,350,1152,290,-11.54%
st70,70,2485,TSP,TRUE,0.75,52,444,428,428,428,428,518,1916,458,-7.01%
pr136,136,9316,TSP,FALSE,0.75,102,,,,67879,67879,85389,486977,78524,-15.68%
pr144,144,10440,TSP,FALSE,0.75,108,,,,40274,40274,41142,493350,38750,3.78%
swiss42,42,1764,TSP,TRUE,0.25,10,192,192,192,100,100,218,171,160,-60.00%
pr152,152,11628,TSP,FALSE,0.75,114,,,,46434,46434,58349,637165,50968,-9.76%
swiss42,42,1764,TSP,TRUE,0.5,21,458,458,458,186,186,489,1203,448,-140.86%
pr226,226,25651,TSP,FALSE,0.75,169,,,,49022,49022,69569,1038200,45662,6.85%
swiss42,42,1764,TSP,TRUE,0.75,31,760,760,760,333,333,783,2065,723,-117.12%
pr264,264,34980,TSP,FALSE,0.75,198,,,,,,36620,688291,33665,
pr299,299,44850,TSP,FALSE,0.75,224,,,,,,36961,472032,34697,
pr439,439,96580,TSP,FALSE,0.75,329,,,,,,93064,1248412,70604,
ts225,225,25425,TSP,TRUE,0.25,56,28828,28828,28828,,28828,30041,269359,29121,-1.02%
ts225,225,25425,TSP,TRUE,0.5,112,56828,56828,56828,,56828,74713,654155,58813,-3.49%
ts225,225,25425,TSP,TRUE,0.75,168,86484,85656,86070,,85656,107159,1009643,91500,-6.82%
pr76,76,2926,TSP,FALSE,0.75,57,,,,62262,62262,64374,293204,61660,0.97%
rat195,195,19110,TSP,FALSE,0.75,146,,,,1669,1669,2109,13493,1685,-0.96%
rat575,575,165600,TSP,FALSE,0.75,431,,,,,,5594,76614,5204,
tsp225,225,25425,TSP,TRUE,0.25,56,957,915,915,,915,1059,6710,883,3.50%
tsp225,225,25425,TSP,TRUE,0.5,112,1867,1729,1783,,1729,2067,16609,1765,-2.08%
tsp225,225,25425,TSP,TRUE,0.75,168,2934,2665,2800,,2665,3645,25746,2728,-2.36%
rat783,783,306936,TSP,FALSE,0.75,587,,,,,,7097,122803,6729,
u159,159,12720,TSP,TRUE,0.25,39,9176,8983,8983,9085,8983,10383,65567,8889,1.05%
rat99,99,4950,TSP,FALSE,0.75,74,,,,868,868,876,4687,869,-0.12%
u159,159,12720,TSP,TRUE,0.5,79,18491,18401,18399,18401,18399,24261,161899,20126,-9.39%
rd100,100,5050,TSP,FALSE,0.75,75,,,,5476,5476,6087,30572,5625,-2.72%
u159,159,12720,TSP,TRUE,0.75,119,27890,27413,27790,27612,27413,32353,268094,28943,-5.58%
rd400,400,80200,TSP,FALSE,0.75,300,,,,,,12846,142087,11108,
si175,175,15400,TSP (M.~Hofmeister),FALSE,0.75,131,,,,,,16018,33125,15555,
si535,535,143380,TSP (M.~Hofmeister),FALSE,0.75,401,,,,,,36767,109603,35608,
u574,574,165025,TSP,TRUE,0.25,143,9146,8310,8453,,8310,9031,136646,8233,0.93%
u574,574,165025,TSP,TRUE,0.5,287,20940,17355,17553,,17355,19272,302670,17979,-3.60%
u574,574,165025,TSP,TRUE,0.75,430,35032,28950,28376,,28376,28038,465496,27144,4.34%
st70,70,2485,TSP,FALSE,0.75,52,,,,437,437,477,1855,448,-2.52%
swiss42,42,1764,TSP,FALSE,0.75,31,,,,281,281,761,2054,731,-160.14%
ts225,225,25425,TSP,FALSE,0.75,168,,,,,,93508,991713,89207,
u724,724,262450,TSP,TRUE,0.25,181,11737,10176,10071,,10071,9500,184709,9453,6.14%
u724,724,262450,TSP,TRUE,0.5,362,33596,21802,22138,,21802,22955,387226,20796,4.61%
u724,724,262450,TSP,TRUE,0.75,543,49460,37730,39467,,37730,36093,593953,33362,11.58%
tsp225,225,25425,TSP,FALSE,0.75,168,,,,,,3414,25456,2708,
ulysses16,16,136,TSP,TRUE,0.25,4,935,935,935,935,935,209,225,188,79.89%
u159,159,12720,TSP,FALSE,0.75,119,,,,27342,27342,29746,262114,27169,0.63%
ulysses16,16,136,TSP,TRUE,0.5,8,1685,1685,1685,1685,1685,1445,1401,1245,26.11%
u574,574,165025,TSP,FALSE,0.75,430,,,,,,27123,455197,26744,
ulysses16,16,136,TSP,TRUE,0.75,12,3183,3183,3183,3183,3183,3830,3046,2828,11.15%
u724,724,262450,TSP,FALSE,0.75,543,,,,,,34464,602202,32634,
ulysses22,22,253,TSP,TRUE,0.25,5,747,747,747,747,747,182,276,182,75.64%
ulysses16,16,136,TSP,FALSE,0.75,12,,,,2704,2704,3484,3031,2435,9.95%
ulysses22,22,253,TSP,TRUE,0.5,11,1902,1902,1902,1902,1902,1483,1766,1431,24.76%
ulysses22,22,253,TSP,FALSE,0.75,16,,,,2618,2618,3865,3915,2533,3.25%
ulysses22,22,253,TSP,TRUE,0.75,16,2941,2941,2941,2968,2941,4275,3849,3005,-2.18%